Name,Tm,Pos,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,Bats,Thr,Signed,Signed From,Video
"Jordan Stephens","CHW","RHP",0,23,"&uarr;","40",2019,"Med","26.2","6' 1""","185","R","R","2015 Draft Rnd 5 (CHW)","Rice",""
"Gerardo Carrillo","LAD","RHP",0,23,"&uarr;","40",2022,"High","20.2","6' 0""","154","R","R","2016 J2 (LAD)","Mexico",""
"Alex Call","CHW","RF",0,24,"&uarr;","40",2020,"Med","24.1","6' 0""","180","R","R","2016 Draft Rnd 3 (CHW)","Ball State",""
"Josh Sborz","LAD","RHP",0,24,"","40",2019,"Low","24.9","6' 3""","225","R","R","2015 Draft Rnd 2 (LAD)","Virginia",""
"Jameson Fisher","CHW","LF",0,25,"","40",2019,"Low","24.9","6' 2""","200","L","R","2016 Draft Rnd 4 (CHW)","Southeast Lousiana",""
"Danny Mendick","CHW","SS",0,26,"","40",2019,"Low","25.1","5' 10""","190","R","R","2015 Draft Rnd 22 (CHW)","UMass Lowell",""
"Jason Bilous","CHW","RHP",0,27,"","40",2020,"High","21.3","6' 2""","190","R","R","2018 Draft Rnd 13 (CHW)","Coastal Carolina",""
"Bernardo Flores","CHW","LHP",0,28,"&uarr;","40",2020,"High","23.2","6' 3""","170","L","L","2016 Draft Rnd 7 (CHW)","USC",""
"D.J. Wilson","CHC","CF",0,11,"&darr;","40",2020,"High","22.1","5' 8""","177","L","L","2015 Draft Rnd 4 (CHC)","Canton South HS (OH)",""
"Brennen Davis","CHC","CF",0,12,"","40",2023,"High","19.0","6' 4""","175","R","R","2018 Draft Rnd 2 (CHC)","Basha HS (AZ)","6gBtKoXW5Gc"
"Cole Roederer","CHC","CF",0,13,"&uarr;","40",2022,"Med","19.1","6' 0""","175","L","L","2018 Draft Rnd 2 (CHC)","Hart HS (CA)","YP7MT0Ay388"
"Alec Mills","CHC","RHP",0,14,"","40",2018,"Low","26.9","6' 4""","190","R","R","2012 Draft Rnd 22 (KCR)","UT-Martin","v5aJr-OOmpc"
"Thomas Hatch","CHC","RHP",0,15,"","40",2019,"Med","24.1","6' 1""","190","R","R","2016 Draft Rnd 3 (CHC)","Oklahoma St.",""
"Christopher Morel","CHC","SS",0,16,"&uarr;","40",2023,"High","19.4","6' 0""","140","R","R","2015 J2 (CHC)","Dominican Republic",""
"Seth Beer","HOU","DH",0,15,"","40",2021,"Med","22.1","6' 3""","195","L","R","2018 Draft Rnd 1 (HOU)","Clemson","QgU3Pu8OJ4A"
"Nelson Velazquez","CHC","LF",0,17,"","40",2022,"High","19.9","6' 0""","190","R","R","2017 Draft Rnd 5 (CHC)","P.J. Education HS (PR)","SHA70C1S_Ag"
"Reymin Guduan","HOU","LHP",0,16,"","40",2018,"Low","26.7","6' 4""","205","L","L","2009 J2 (HOU)","Dominican Republic",""
"Brailyn Marquez","CHC","LHP",0,18,"","40",2021,"High","19.8","6' 4""","185","L","L","2015 J2 (CHC)","Dominican Republic","XeLTg0oFKog"
"Riley Ferrell","HOU","RHP",0,17,"","40",2018,"Med","25.1","6' 2""","200","R","R","2015 Draft Rnd 3 (HOU)","TCU",""
"Cory Abbott","CHC","RHP",0,19,"","40",2020,"Low","23.1","6' 2""","210","R","R","2017 Draft Rnd 2 (CHC)","Loyola Marymount",""
"Brandon Bailey","HOU","RHP",0,18,"","40",2019,"Med","24.1","5' 10""","175","R","R","2016 Draft Rnd 6 (HOU)","Gonzaga",""
"Wladimir Galindo","CHC","3B",0,20,"","40",2020,"Med","22.0","6' 3""","210","R","R","2013 J2 (CHC)","Venezuela",""
"Joe Perez","HOU","3B",0,19,"","40",2022,"High","19.2","6' 2""","215","R","R","2017 Draft Rnd 2 (HOU)","Archbishop McCarthy HS (FL)",""
"Michael Rucker","CHC","RHP",0,21,"&uarr;","40",2019,"Med","24.5","6' 1""","185","R","R","2016 Draft Rnd 11 (CHC)","BYU",""
"Dean Deetz","HOU","RHP",0,20,"","40",2018,"Med","25.0","6' 1""","195","R","R","2014 Draft Rnd 11 (HOU)","NE Oklahoma A&M JC",""
"Tyson Miller","CHC","RHP",0,22,"&uarr;","40",2020,"Med","23.3","6' 5""","200","R","R","2016 Draft Rnd 4 (CHC)","Cal Baptist",""
"Framber Valdez","HOU","LHP",0,21,"","40",2018,"Low","25.0","5' 11""","180","L","L","2014 J2 (HOU)","Dominican Republic",""
"Bryan Hudson","CHC","LHP",0,23,"","40",2022,"High","21.5","6' 8""","220","L","L","2015 Draft Rnd 3 (CHC)","Alton HS (IL)",""
"J.J. Matijevic","HOU","1B",0,22,"","40",2021,"Med","23.0","6' 0""","206","L","R","2017 Draft Rnd 2 (HOU)","Arizona",""
"Zack Short","CHC","SS",0,24,"&uarr;","40",2019,"Low","23.5","5' 10""","175","R","R","2016 Draft Rnd 17 (CHC)","Sacred Heart",""
"Jayson Schroeder","HOU","RHP",0,23,"","40",2023,"High","19.0","6' 2""","200","R","R","2018 Draft Rnd 2 (HOU)","Juanita HS (WA)",""
"Mark Zagunis","CHC","LF",0,25,"&darr;","40",2018,"Low","25.8","6' 0""","215","R","R","2014 Draft Rnd 3 (CHC)","Virginia Tech",""
"Manny Ramirez","HOU","RHP",0,24,"&uarr;","40",2023,"High","19.0","5' 11""","170","R","R","2017 J2 (HOU)","Dominican Republic",""
"Jason Vosler","CHC","3B",0,26,"&darr;","40",2019,"Low","25.2","6' 1""","190","L","R","2014 Draft Rnd 16 (CHC)","Northeastern",""
"Jeremy Pena","HOU","SS",0,25,"","40",2022,"Med","21.1","6' 0""","180","R","R","2018 Draft Rnd 3 (HOU)","Maine","YRrhsdBsxBo"
"Keegan Thompson","CHC","LHP",0,27,"&uarr;","40",2019,"Med","23.7","6' 0""","193","R","R","2017 Draft Rnd 3 (CHC)","Auburn",""
"Breiling Eusebio","COL","LHP",0,12,"","40",2021,"High","22.1","6' 1""","175","L","L","2013 J2 (COL)","Dominican Republic","_6e6_k8YR2U"
"Osvaldo Duarte","HOU","SS",0,26,"&uarr;","40",2020,"Med","22.8","5' 9""","160","R","R","2013 J2 (HOU)","Dominican Republic",""
"Will Gaddis","COL","RHP",0,13,"","40",2020,"Low","22.7","6' 1""","185","R","R","2017 Draft Rnd 3 (COL)","Furman","xlc2by3lRD0"
"Jandel Gustave","HOU","RHP",0,27,"","40",2018,"Med","26.1","6' 2""","210","R","R","2010 J2 (HOU)","Dominican Republic",""
"Mitchell Kilkenny","COL","RHP",0,14,"","40",2021,"Med","21.6","6' 3""","205","R","R","2018 Draft Rnd 3 (COL)","Texas A&M","xegFxXPgBNk"
"Bryan Abreu","HOU","RHP",0,28,"&uarr;","40",2020,"High","21.6","6' 1""","175","R","R","2013 J2 (HOU)","Dominican Republic",""
"Robert Tyler","COL","RHP",0,15,"","40",2019,"Med","23.4","6' 4""","225","R","R","2016 Draft Rnd 1 (COL)","Georgia",""
"Sam Hilliard","COL","RF",0,16,"","40",2020,"Med","24.7","6' 5""","225","L","L","2015 Draft Rnd 15 (COL)","Wichita State",""
"Vince Fernandez","COL","LF",0,17,"","40",2020,"Med","23.3","6' 3""","210","L","R","2016 Draft Rnd 10 (COL)","UC Riverside",""
"Jordan Patterson","COL","LF",0,18,"","40",2019,"Med","26.7","6' 4""","215","L","L","2013 Draft Rnd 4 (COL)","South Alabama",""
"Terrin Vavra","COL","3B",0,19,"","40",2021,"Med","21.5","6' 0""","190","L","R","2018 Draft Rnd 3 (COL)","Minnesota",""
"Jason Foley","DET","RHP",0,22,"","40",2021,"High","23.0","6' 4""","215","R","R","2016 Draft Rnd UDFA (DET)","Sacred Heart",""
"Dom Nunez","COL","C",0,20,"","40",2019,"Med","23.8","6' 3""","170","L","R","2013 Draft Rnd 6 (COL)","Elk Grove HS (CA)",""
"Spencer Turnbull","DET","RHP",0,23,"","40",2018,"Low","26.2","6' 3""","215","R","R","2014 Draft Rnd 2 (DET)","Alabama","f_uHlgNXsp8"
"Daniel Montano","COL","CF",0,21,"","40",2022,"Med","19.6","6' 1""","175","L","R","2015 J2 (COL)","Venezuela","aUjJOahi6WI"
"Reynaldo Rivera","DET","1B",0,24,"","40",2022,"Med","21.4","6' 6""","250","L","R","2017 Draft Rnd 2 (DET)","Chipola JC (FL)",""
"Yonathan Daza","COL","CF",0,22,"","40",2019,"Low","24.7","6' 2""","190","R","R","2010 J2 (COL)","Venezuela",""
"Logan Shore","DET","RHP",0,25,"","40",2019,"Low","23.9","6' 2""","215","R","R","2016 Draft Rnd 2 (OAK)","Florida","wKX7dii-6gw"
"Sam Howard","COL","LHP",0,23,"&darr;","40",2018,"Low","25.7","6' 3""","170","R","L","2014 Draft Rnd 3 (COL)","Georgia Southern",""
"Gerson Moreno","DET","RHP",0,26,"","40",2019,"Med","23.2","6' 0""","175","R","R","2012 J2 (DET)","Dominican Republic",""
"Tommy Doyle","COL","RHP",0,24,"&uarr;","40",2019,"Med","22.5","6' 4""","235","R","R","2017 Draft Rnd 2 (COL)","Virginia",""
"Sam McMillan","DET","C",0,27,"","40",2023,"High","19.9","6' 1""","195","R","R","2017 Draft Rnd 5 (DET)","Suwanee HS (FL)",""
"Ben Bowden","COL","LHP",0,25,"&uarr;","40",2019,"Med","24.1","6' 4""","235","L","L","2016 Draft Rnd 2 (COL)","Vanderbilt",""
"Matt Hall","DET","LHP",0,28,"","40",2019,"Low","25.3","6' 0""","200","L","L","2015 Draft Rnd 6 (DET)","Missouri State",""
"Mario Feliciano","MIL","C",0,8,"","40",2021,"High","20.0","6' 1""","200","R","R","2016 Draft Rnd 2 (MIL)","Beltran Academy HS (PR)","08yVCH4kuSg"
"Reid Humphreys","COL","RHP",0,26,"&uarr;","40",2019,"Med","24.0","6' 1""","205","R","R","2016 Draft Rnd 2 (COL)","Mississippi State",""
"Dustin Peterson","DET","LF",0,29,"","40",2018,"Med","24.2","6' 2""","185","R","R","2013 Draft Rnd 2 (SD)","Gilbert HS (AZ)","3Adp3VBEEA8"
"Joe Gray","MIL","RF",0,9,"","40",2023,"High","18.7","6' 3""","195","R","R","2018 Draft Rnd 3 (MIL)","Hattiesburg HS (MS)","6VTdKILdDk4"
"Nolan Blackwood","DET","RHP",0,30,"","40",2019,"Low","23.7","6' 5""","185","R","R","2016 Draft Rnd 14 (OAK)","Memphis",""
"Caden Lemons","MIL","RHP",0,10,"","40",2022,"High","19.9","6' 6""","175","R","R","2017 Draft Rnd 2 (MIL)","Vestivia Hills HS (AL)","Jq0GMisVu6E"
"Adinso Reyes","DET","3B",0,31,"","40",2024,"High","17.1","6' 1""","195","R","R","2018 J2 (DET)","Dominican Republic","Oo8SzAr5cp4"
"Adrian Houser","MIL","RHP",0,11,"","40",2018,"Med","25.8","6' 4""","225","R","R","2011 Draft Rnd 2 (HOU)","Locust Grove HS (OK)","MMDEa5K4eX4"
"Zack Brown","MIL","RHP",0,12,"&uarr;","40",2019,"High","23.9","6' 1""","180","R","R","2016 Draft Rnd 5 (MIL)","Kentucky",""
"Marcos Diplan","MIL","RHP",0,13,"&darr;","40",2019,"High","22.1","6' 0""","170","R","R","2013 J2 (TEX)","Dominican Republic","FoG4Cw6p5B0"
"Cody Ponce","MIL","RHP",0,14,"&darr;","40",2019,"Med","24.5","6' 6""","265","R","R","2015 Draft Rnd 2 (MIL)","Cal Poly Pomona","EVHsAoCDRas"
"Troy Stokes Jr.","MIL","LF",0,15,"","40",2019,"Med","22.8","5' 8""","182","R","R","2014 Draft Rnd 4 (MIL)","Calvert Hall HS (MD)","DX1Bu8kW3W8"
"Jacob Nottingham","MIL","C",0,16,"","40",2018,"High","23.6","6' 3""","220","R","R","2013 Draft Rnd 6 (OAK)","Redlands HS (CA)","a8PZOBviMVk"
"Jake Gatewood","MIL","1B",0,17,"","40",2020,"High","23.1","6' 5""","215","R","R","2014 Draft Rnd 1 (MIL)","Clovis HS (CA)","BaX6P5itaxI"
"Larry Ernesto","MIL","RF",0,18,"&uarr;","40",2023,"High","18.2","6' 2""","175","S","R","2017 J2 (MIL)","Dominican Republic",""
"Payton Henry","MIL","C",0,19,"&uarr;","40",2022,"High","21.4","6' 2""","215","R","R","2016 Draft Rnd 6 (MIL)","Pleasant Grove HS (UT)",""
"Carlos Rodriguez","MIL","CF",0,20,"","40",2022,"High","17.9","5' 10""","150","L","L","2017 J2 (MIL)","Venezuela",""
"Jameson Hannah","OAK","CF",0,14,"","40",2021,"Low","21.3","5' 11""","190","L","L","2018 Draft Rnd 2 (OAK)","Dallas Baptist",""
"Eduardo Garcia","MIL","SS",0,21,"","40",2023,"High","16.0","6' 2""","160","R","R","2018 J2 (MIL)","Venezuela","Oo8SzAr5cp4"
"Micah Bello","MIL","CF",0,22,"","35+",2022,"Med","18.3","5' 11""","165","R","R","2018 Draft Rnd 2 (MIL)","Hilo HS (HI)","ZHFyYj1XQuU"
"Je'Von Ward","MIL","RF",0,23,"","35+",2023,"High","19.0","6' 5""","190","L","R","2017 Draft Rnd 12 (MIL)","Gahr HS (CA)",""
"Aaron Ashby","MIL","LHP",0,24,"","35+",2021,"Med","20.5","6' 1""","170","L","L","2018 Draft Rnd 4 (MIL)","Crowder JC (MO)",""
"Eduarqui Fernandez","MIL","CF",0,25,"","35+",2023,"Med","16.6","6' 2""","180","R","R","2018 J2 (MIL)","Dominican","oBEgUc9B7xM"
"Korry Howell","MIL","SS",0,26,"","35+",2022,"High","20.2","6' 2""","175","R","R","2018 Draft Rnd 12 (MIL)","Kirkwood JC (IA)",""
"Ariel Hernandez","MIL","RHP",0,27,"","35+",2019,"High","26.7","6' 4""","230","R","R","2008 J2 (CIN)","Dominican Republic","utwnDASP7so"
"Nick Iverson","MIL","RHP",0,28,"","35+",2022,"High","21.1","6' 1""","170","R","R","2018 Draft Rnd 15 (MIL)","Central Arizona JC (AZ)",""
"Alfonso Rivas","OAK","LF",0,25,"","35+",2021,"Med","22.2","5' 11""","180","L","L","2018 Draft Rnd 4 (OAK)","Arizona",""
"Brian Howard","OAK","RHP",0,26,"","35+",2019,"Low","23.5","6' 9""","185","R","R","2017 Draft Rnd 8 (OAK)","TCU",""
"Parker Dunshee","OAK","RHP",0,27,"","35+",2019,"Low","23.7","6' 1""","205","R","R","2017 Draft Rnd 7 (OAK)","Wake Forest",""
"Jose Mora","OAK","RHP",0,28,"","35+",2021,"","21.1","6' 3""","185","R","R"," 2014 J2 (OAK)","Dominican Republic",""
"Richie Martin","OAK","SS",0,29,"","35+",2019,"","23.9","5' 11""","190","R","R","2015 Draft Rnd 1 (OAK)","Florida",""
"Yoendrys Gomez","NYY","RHP",0,32,"","35+",2023,"High","19.1","6' 3""","175","R","R","2016 J2 (NYY)","Venezuela",""
"Pablo Olivares","NYY","CF",0,33,"","35+",2021,"High","20.8","6' 0""","160","R","R","2014 J2 (NYY)","Venezuela",""
"Roberto Chirinos","NYY","SS",0,34,"","35+",2022,"High","18.2","5' 11""","175","R","R","2017 J2 (NYY)","Venezuela",""
"Isiah Gilliam","NYY","LF",0,35,"","35+",2020,"High","22.3","6' 3""","220","S","R","2015 Draft Rnd 20 (NYY)","Chipola JC (FL)",""
"Ricky De La Torre","MIN","SS",0,38,"","35+",2022,"High","19.3","6' 2""","204","R","R","2017 Draft Rnd 6 (MIN)","Puerto Rico Baseball Academy (PR)",""
"Ben Heller","NYY","RHP",0,36,"","35+",2018,"High","27.3","6' 3""","205","R","R","2013 Draft Rnd 22 (CLE)","Olivet Nazarene","5wjaOjUsOY4"
"Yeltsin Encarnacion","MIN","SS",0,39,"","35+",2021,"High","20.4","5' 11""","170","R","R","2014 J2 (MIN)","Dominican Republic",""
"Deon Stafford","PIT","C",0,25,"","35+",2020,"Med","22.7","5' 11""","211","R","R","2017 Draft Rnd 5 (PIT)","St. Joseph's",""
"Juan Then","NYY","RHP",0,37,"","35+",2022,"High","18.8","6' 1""","155","R","R","2016 J2 (SEA)","Dominican Republic",""
"Jordan Balazovic","MIN","RHP",0,40,"","35+",2020,"High","20.2","6' 4""","175","R","R","2016 Draft Rnd 5 (MIN)","St. Martin Secondary (ON)",""
"Grant Koch","PIT","C",0,26,"","35+",2022,"High","21.8","5' 11""","200","R","R","2018 Draft Rnd 5 (PIT)","Arkansas",""
"Luis Gil","NYY","RHP",0,38,"","35+",2021,"High","20.4","6' 3""","175","R","R","2016 J2 (CIN)","Dominican Republic",""
"Jovani Moran","MIN","LHP",0,41,"","35+",2019,"High","21.5","6' 1""","170","L","L","2015 Draft Rnd 7 (MIN)","Carlos Beltran Academy (PR)",""
"Max Kranick","PIT","RHP",0,27,"","35+",2022,"High","21.3","6' 3""","175","R","R","2016 Draft Rnd 11 (PIT)","Valley View HS (PA)",""
"Dalton Lehnen","NYY","LHP",0,39,"","35+",2020,"Low","22.5","6' 3""","222","L","L","2017 Draft Rnd 6 (NYY)","Augustana",""
"John Curtiss","MIN","RHP",0,42,"","35+",2018,"Med","25.6","6' 4""","200","R","R","2014 Draft Rnd 6 (MIN)","Texas",""
"Jake Reed","MIN","RHP",0,43,"&darr;","35+",2018,"Med","26.1","6' 2""","190","R","R","2014 Draft Rnd 5 (MIN)","Oregon","5dI4HulcfuE"
"Johan Quezada","MIN","RHP",0,44,"&uarr;","35+",2020,"High","24.2","6' 6""","200","R","R","2012 J2 (MIN)","Dominican Republic",""
"Ray-Patrick Didder","ATL","SS",0,28,"&darr;","35+",2020,"Med","24.1","6' 0""","170","R","R","2012 J2 (ATL)","Aruba",""
"Travis Demeritte","ATL","LF",0,29,"&darr;","35+",2019,"High","24.1","6' 0""","178","R","R","2013 Draft Rnd 1 (TEX)","Winder Barrow HS (GA)","YQjbmtOH1mU"
"Derian Cruz","ATL","2B",0,30,"&darr;","35+",2021,"High","20.1","6' 1""","177","S","R","2015 J2 (ATL)","Dominican Republic","XrcKSetbgCE"
"Chad Sobotka","ATL","RHP",0,31,"","35+",2019,"Med","25.3","6' 7""","225","R","R","2014 Draft Rnd 4 (ATL)","South Carolina Upstate",""
"Wes Parsons","ATL","RHP",0,32,"","35+",2018,"Low","26.2","6' 5""","204","R","R","2012 UDFA (ATL)","Jackson State JC (TN)",""
"CJ Alexander","ATL","3B",0,33,"","35+",2021,"Med","22.3","6' 5""","215","L","R","2018 Draft Rnd 20 (ATL)","State College JC (FL)",""
"Nicholas Northcut","BOS","3B",0,21,"","35+",2022,"Med","19.4","6' 1""","200","R","R","2018 Draft Rnd 2 (BOS)","Mason HS (OH)","HSB_vtldM_s"
"Denyi Reyes","BOS","RHP",0,22,"","35+",2021,"High","22.0","6' 4""","209","R","R","2015 J2 (BOS)","Dominican Republic",""
"Brett Netzer","BOS","2B",0,23,"","35+",2020,"Med","22.4","6' 0""","195","L","R","2017 Draft Rnd 3 (BOS)","Charlotte",""
"Lorenzo Cedrola","CIN","CF",0,24,"","35+",2022,"Med","20.8","5' 11""","170","R","R","2014 J2 (BOS)","Venezuela",""
"Thad Ward","BOS","RHP",0,24,"","35+",2021,"High","21.8","6' 3""","185","R","R","2018 Draft Rnd 5 (BOS)","UCF",""
"Michael Beltre","CIN","CF",0,25,"","35+",2020,"Med","23.4","6' 3""","220","S","R","2013 J2 (CIN)","Dominican Republic",""
"Kole Cottam","BOS","C",0,25,"","35+",2021,"High","21.4","6' 3""","225","R","R","2018 Draft Rnd 4 (BOS)","Kentucky","_v0PGuGlVBY"
"James Marinan","CIN","RHP",0,26,"","35+",2021,"Med","20.1","6' 5""","220","R","R","2017 Draft Rnd 4 (LAD)","Park Vista HS (FL)",""
"Hendrik Clementina","CIN","C",0,27,"","35+",2021,"High","21.4","6' 0""","250","R","R","2013 J2 (LAD)","Curacao",""
"Packy Naughton","CIN","LHP",0,28,"","35+",2021,"Med","22.6","6' 2""","195","R","L","2017 Draft Rnd 9 (CIN)","Virginia Tech",""
"Aristides Aquino","CIN","RF",0,29,"&darr;","35+",2019,"High","24.6","6' 4""","200","R","R","2010 J2 (CIN)","Dominican Republic","alUGGntk5KI"
"Aneurys Zabala","CIN","RHP",0,30,"","35+",2020,"High","21.9","6' 3""","260","R","R","2013 J2 (SEA)","Dominican Republic",""
"Jesus Reyes","CIN","RHP",0,31,"","35+",2019,"Low","25.7","6' 2""","180","R","R","2014 J2 (CIN)","Dominican Republic",""
"Jonathan Lopez","CLE","3B",0,29,"","35+",2023,"Med","19.2","6' 2""","175","S","R","2016 J2 (CLE)","Dominican Republic",""
"Alfredo Rodriguez","CIN","SS",0,32,"&darr;","35+",2019,"Med","24.4","6' 0""","190","R","R","2016 J2 (CIN)","Cuba","VVWuMkvxwiA"
"James Karinchak","CLE","RHP",0,30,"","35+",2020,"High","23.1","6' 3""","230","R","R","2017 Draft Rnd 9 (CLE)","Bryant",""
"Jonathan Willems","CIN","2B",0,33,"","35+",2022,"High","20.0","5' 11""","180","R","R","2015 J2 (CIN)","Curacao",""
"Juan Mota","CLE","RHP",0,31,"","35+",2021,"High","22.5","6' 4""","190","R","R","2015 J2 (CLE)","Dominican Republic",""
"Edwin Yon","CIN","CF",0,34,"","35+",2023,"High","20.3","6' 5""","180","R","R","2014 J2 (CIN)","Dominican Republic",""
"Mitch Longo","CLE","LF",0,32,"","35+",2020,"Med","23.8","6' 0""","185","L","R","2016 Draft Rnd 14 (CLE)","Ohio",""
"Cash Case","CIN","2B",0,35,"","35+",2022,"High","19.5","6' 1""","190","L","R","2017 Draft Rnd 4 (CIN)","First Academy (FL)",""
"Ernie Clement","CLE","SS",0,33,"","35+",2021,"Low","22.6","5' 10""","160","R","R","2017 Draft Rnd 4 (CLE)","Virginia",""
"Oscar Gonzalez","CLE","CF",0,34,"","35+",2021,"High","20.8","6' 2""","180","R","R","2014 J2 (CLE)","Dominican Republic",""
"Raynel Delgado","CLE","SS",0,35,"","35+",2023,"High","18.6","6' 2""","180","S","R","2018 Draft Rnd 6 (CLE)","Calvary Christian HS (FL)",""
"Johnathan Rodriguez","CLE","CF",0,36,"","35+",2023,"High","19.0","6' 3""","180","S","R","2017 Draft Rnd 3 (CLE)","Carlos Beltran Academy (PR)",""
"Jose Tena","CLE","SS",0,37,"","35+",2024,"High","17.6","5' 9""","160","L","R","2017 J2 (CLE)","Dominican Republic",""
"Ynmanol Marinez","MIA","SS",0,28,"","35+",2022,"High","17.6","6' 0""","170","R","R","2017 J2 (MIA)","Dominican Republic",""
"Austin Dean","MIA","LF",0,29,"","35+",2018,"Low","25.1","6' 1""","190","R","R","2012 Draft Rnd 4 (MIA)","Klein Collins HS (TX)",""
"Albert Guaimaro","MIA","RF",0,30,"","35+",2022,"High","19.8","6' 0""","180","R","R","2015* J2 (BOS*)","Venezuela",""
"Tyler Kolek","MIA","RHP",0,31,"","35+",2022,"High","22.9","6' 5""","260","R","R","2014 Draft Rnd 1 (MIA)","Shepherd HS (TX)","JOySfg7GTf4"
"Nick Fortes","MIA","C",0,32,"","35+",2021,"High","22.0","6' 0""","210","R","R","2018 Draft Rnd 4 (MIA)","Ole Miss",""
"Tyler Kinley","MIA","RHP",0,32,"","35+",2019,"Med","27.8","6' 4""","205","R","R","2013 Draft Rnd 16 (MIA)","Barry",""
"Preston Palmeiro","BAL","2B",0,33,"","35+",2020,"Med","23.8","5' 11""","180","L","R","2016 Draft Rnd 7 (BAL)","North Carolina State",""
"Malique Ziegler","SFG","CF",0,24,"","35+",2021,"Med","22.2","6' 2""","170","R","R","2016 Draft Rnd 22 (SFG)","North Iowa JC (IA)",""
"Jomar Reyes","BAL","3B",0,34,"&darr;","35+",2020,"High","21.7","6' 3""","220","R","R","2013 J2 (BAL)","Dominican Republic",""
"Juan Sanchez","SFG","LHP",0,25,"","35+",2023,"High","18.0","6' 2""","165","L","L","2017 J2 (SFG)","Dominican Republic",""
"Bruce Zimmermann","BAL","LHP",0,35,"","35+",2021,"Med","23.8","6' 2""","215","L","L","2017 Draft Rnd 5 (ATL)","Mount Olive",""
"Ricardo Genoves","SFG","C",0,26,"","35+",2022,"High","19.5","6' 2""","210","R","R","2015 J2 (SFG)","Venezuela",""
"Cody Sedlock","BAL","RHP",0,36,"&darr;","35+",2019,"High","23.4","6' 4""","204","R","R","2016 Draft Rnd 1 (BAL)","Illinois",""
"Jose Layer","SFG","RF",0,27,"","35+",2022,"High","21.5","6' 0""","160","R","R","2016 Draft Rnd 13 (SFG)","Puerto Rico",""
"Jalen Miller","SFG","2B",0,28,"","35+",2020,"Med","21.9","5' 11""","190","R","R","2015 Draft Rnd 3 (SFG)","Riverwood Int'l HS (GA)",""
"Tyler Herb","SFG","RHP",0,29,"&darr;","35+",2018,"Med","26.5","6' 3""","200","R","R","2014 Draft Rnd 29 (SEA)","Coastal Carolina",""
"Reid Schaller","WSN","RHP",0,18,"","35+",2020,"High","21.6","6' 3""","210","R","R","2018 Draft Rnd 3 (WAS)","Vanderbilt",""
"Aaron Phillips","SFG","RHP",0,30,"","35+",2021,"High","22.1","6' 4""","195","R","R","2017 Draft Rnd 9 (SFG)","St. Bonaventure",""
"Ronald Pena","WSN","RHP",0,19,"","35+",2019,"Med","27.1","6' 4""","195","R","R","2012 Draft Rnd 16 (WAS)","Palm Beach JC (FL)",""
"Juan Carlos Negret","KCR","RF",0,27,"","35+",2022,"High","19.4","6' 1""","190","R","R","2016 J2 (ATL*)","Cuba",""
"Elvis Luciano","KCR","RHP",0,28,"","35+",2023,"High","18.7","6' 2""","184","R","R","2016 J2 (ARI)","Dominican Republic",""
"D.J. Burt","KCR","2B",0,29,"","35+",2020,"Med","23.1","5' 9""","160","R","R","2014 Draft Rnd 4 (KCR)","Fuquay-Varina HS (NC)",""
"Yohanse Morel","KCR","RHP",0,30,"","35+",2024,"High","18.2","6' 0""","170","R","R","2017 J2 (WAS)","Dominican Republic",""
"Bubba Starling","KCR","CF",0,31,"&darr;","35+",2018,"Med","26.3","6' 4""","210","R","R","2011 Draft Rnd 1 (KCR)","Garner-Edgerton HS (KS)",""
"Brewer Hicklen","KCR","CF",0,32,"","35+",2021,"High","22.8","6' 2""","208","R","R","2017 Draft Rnd 7 (KCR)","UAB",""
"Janser Lara","KCR","RHP",0,33,"","35+",2021,"High","22.3","6' 0""","170","R","R","2015 J2 (KCR)","Dominican Republic",""
"Arnaldo Hernandez","KCR","RHP",0,34,"","35+",2019,"Low","22.8","6' 0""","175","R","R","2012 J2 (KCR)","Venezuela",""
"Charlie Neuweiler","KCR","RHP",0,35,"","35+",2022,"Med","19.8","6' 1""","205","R","R","2017 Draft Rnd 5 (KCR)","McClancy Memorial HS (NY)",""
"Austin Cox","KCR","LHP",0,36,"","35+",2020,"High","21.6","6' 4""","185","L","L","2018 Draft Rnd 5 (KCR)","Mercer",""
"Liover Peguero","ARI","SS",0,25,"","35+",2024,"High","17.9","6' 1""","160","R","R","2017 J2 (ARI)","Dominican Republic",""
"Shervyen Newton","NYM","SS",0,25,"","35+",2022,"High","19.5","6' 4""","180","S","R","2015 J2 (NYM)","Dominican Republic",""
"Geraldo Perdomo","ARI","SS",0,26,"","35+",2023,"High","19.1","6' 2""","184","R","R","2016 J2 (ARI)","Dominican Republic",""
"Jhoan Urena","NYM","3B",0,26,"","35+",2021,"Med","24.2","6' 1""","225","S","R","2011 J2 (NYM)","Dominican Republic",""
"Christian Walker","ARI","1B",0,27,"&darr;","35+",2018,"Med","27.6","6' 0""","220","R","R","2012 Draft Rnd 4 (BAL)","South Carolina",""
"Nick Meyer","NYM","C",0,27,"","35+",2021,"Med","21.7","6' 2""","200","R","R","2018 Draft Rnd 6 (NYM)","Cal Poly",""
"Ryan Weiss","ARI","RHP",0,28,"","35+",2021,"Med","21.9","6' 4""","205","R","R","2018 Draft Rnd 5 (ARI)","Wright State",""
"Luis Santana","NYM","2B",0,28,"","35+",2022,"Med","19.3","5' 8""","175","R","R","2016 J2 (NYM)","Venezuela",""
